job_id,job_title,company_name,location,work_details,skills,qualifications,about
3931762640,IT Programmer - Batam,PT Astra International Tbk,"Jakarta, Jakarta, Indonesia","On-site,Full-time,Entry level","Application Development,JavaScript,SQL,Android,D3.js,Databases,JSON,Programming,Visual Basic .NET (VB.NET)",,"Deskripsi Pekerjaan Bertanggung jawab untuk pembuatan dan implementasi fitur mobile Persyaratan Minimal pendidikan D3/S1 Teknik Informatika, Teknik Komputer, Ilmu Komputer, Sistem Informatika atau Manajemen Informatika Menguasai dan memiliki pengalaman develop Android App Memahami JSON web service, Node JS, SQL Server Database Memahami Flutter atau React Native lebih disukai Pemahaman dasar tentang konsep pemrograman dan bahasa. Keterampilan pemecahan masalah yang sangat baik dan perhatian terhadap detail. Kemampuan untuk berkolaborasi dalam proyek dan bekerja secara mandiri bila diperlukan Berdomisili di Batam dan sekitarnya Penempatan PT Patria Maritime Perkasa"
3824183589,Software Engineer - Client P,Samsung Electronics Southeast Asia & Oceania,"Jakarta, Jakarta, Indonesia","On-site,Full-time,Mid-Senior level","Java,Python (Programming Language),Software Development,Web Applications,Web Design,C++,Computer Science,Data Structures,Mobile Applications,Software Implementation",,"Position Summary Understand and implement software-related requirement accurately in order to provide software that meets its purpose. Develop software effectively based on understanding of Web standard and device environment(hardware/software). Role And Responsibilities [Designing Web application] Participate in designing optimal Web or Mobile application that meets requirement. [Implementation of Web application] Implement Web or Mobile application based on specification. [Securing application quality] Participate in solving issues coming from verification department or market and improving quality of application. Skills And Qualifications Bachelor’s Degree in Computer Science or equivalent Strong understanding of data structures and algorithms Familiar and experience with Java / Python/ C++ Deep understanding of the JavaScript programming language, experience with web frameworks such as React.Js preferred. 5+ years of professional software development experience (for Senior role) open for Junior & Senior role Candidates are required to pass Samsung technical test to be offered as Regular employment. Contract position is also available for candidates who are unable to pass the test but considered high potential. Samsung has a strict policy on trade secrets. In applying to Samsung and progressing through the recruitment process, you must not disclose any trade secrets of a current or previous employer Please visit Samsung membership to see Privacy Policy, which defaults according to your location. You can change Country/Language at the bottom of the page. If you are European Economic Resident, please click here ."
3960638802,Back End Developer,PT Siaga Abdi Utama,"Jakarta, Indonesia","On-site,Contract,Mid-Senior level","Back-End Web Development,Agile Application Development,Git,Jira",,"At SAU , we believe that extraordinary people deserve extraordinary opportunities, and we're excited to take you on a journey that you won't forget for the rest of your life. A job opening that promises not just a job but a fulfilling career. We’re # hiring for Back End Developer for Clients! Know anyone who might be interested? Responsibilities Design and develop web back-end using Golang Contribute to the full software development lifecycle, from requirements gathering to deployment and maintenance Stay updated on industry best practices and emerging technologies to enhance the development process. Qualifications Bachelor's degree in Computer Science, Information Technology, or a related field (or equivalent work experience). Minimum of 2 years of professional experience in back-end development with a focus on Golang Strong problem-solving skills and the ability to work effectively in a collaborative team environment. Motivated and able to thrive in a challenging, target-driven environment. Excellent communication skills and the ability to articulate technical concepts to non-technical stakeholders Preferred Skills: Knowledge of Jira and Confluence Familiarity of version control systems , preferably Git, Jenkins Understanding of SDLC, such as Agile software development Understanding of web security best practices."
3961652922,Data Engineering Associate,UNDP Careers,"Jakarta, Jakarta, Indonesia","On-site,Full-time,Entry level","Data Engineering,Bahasa Indonesia,Bioinformatics,Communication,Computer Programming,Computer Science,Gender Mainstreaming,Information and Communications Technology (ICT),Problem Solving,Security Implementation",,"Job Description Background Diversity, Equity and Inclusion are core principles at UNDP: we value diversity as an expression of the multiplicity of nations and cultures where we operate, we foster inclusion as a way of ensuring all personnel are empowered to contribute to our mission, and we ensure equity and fairness in all our actions. Taking a ‘leave no one behind’ approach to our diversity efforts means increasing representation of underserved populations. People who identify as belonging to marginalized or excluded populations are strongly encouraged to apply. Learn more about working at UNDP including our values and inspiring stories. UNDP does not tolerate sexual exploitation and abuse, any kind of harassment, including sexual harassment, and discrimination. All selected candidates will, therefore, undergo rigorous reference and background checks. UNDP is committed to achieving workforce diversity in terms of gender, nationality and culture. Individuals from minority groups, indigenous groups and persons with disabilities are equally encouraged to apply. All applications will be treated with the strictest confidence. UNDP does not tolerate sexual exploitation and abuse, any kind of harassment, including sexual harassment, and discrimination. All selected candidates will, therefore, undergo rigorous reference and background checks. UNDP is the leading United Nations organization fighting to end the injustice of poverty, inequality, and climate change. Working with our broad network of experts and partners in 170 countries, we help nations to build integrated, lasting solutions for people and planet. Learn more at undp.org or follow at @UNDP The United Nations Development Programme (UNDP) is the UN’s global development network, advocating for change and connecting countries to knowledge, experience and resources to help people build a better life, as envisaged by 2030 Agenda for Sustainable Development. We are on the ground in more than 170 countries and territories, working with governments and people on their own solutions to global and national development challenges to help empower lives and build resilient nations. The United Nations Development Programme UNDP Indonesia Country Programme 2016-2020 developed in partnership with the Indonesian Government addresses the unfinished business of the Millennium Development Goals and support national efforts to advance the 2030 Sustainable Development Agenda. The programme contributes directly to MoH National Action Plan 2015-2019, objective 1) increasing the health status of society and; 2)increasing the responsiveness and protection to society towards social and financial risks related to health and Outcome 2 of the UNDP country Programme for Indonesia (2016-2020), which are aligned with the Indonesian Government Health Sector’s Objectives, commitment to Universal Health Coverage, SDG3 Ensure healthy lives and promote wellbeing for all at all ages (target 3.8 in particular) and other Sustainable Development Goals. One of its efforts is to be involved in supporting the transformation of health technology in the Ministry of Health through Network Strengthening and the Bio Informatic Biomedical & Genome Science Initiative (BGSi). BGSi is a new initiative of the Indonesian Ministry of Health (MOH). The initiative will act as a multi-institutional ecosystem that aims to support collaborative biomedical and genomic activities in Indonesia by leveraging strengths in technology and infrastructure including biobanking, data management, high throughput sequencing and bioinformatics. The initiative aims to build a national asset established under the Indonesia Ministry of Health with two major focusses. First, to establish a national biobank focussed on six conditions (diabetes, cancer, stroke, tuberculosis, psoriasis, and rare/genetic diseases) which will store samples from participants where each sample will be connected to a registry that manages all information associated with the participant (demographic and clinical) and second, to generate Whole Genome Sequence information, for each of those participants, that will be curated in a national database. Samples and genomics information from healthy participants will also be collected and generated by this initiative. All samples and data will be made available to researchers nationally and internationally through BGSi. The initiative will be organised around a headquarter facility located in Jakarta, housed in the MOH repository building and the historical Eijkman building, that will host the biobank and WGS labs respectively. BGSi HQ will manage the registry system and provide technical support for the Hubs and the entire ecosystem. A second and just as important part of the ecosystem is the hospitals (referred to as HUBs) where each HUB is in charge of managing activities related to recruitment, sample collection and tertiary analysis for the disease it has been assigned. Therefore, UNDP needs 1 Data Engineering Associate who will advancing capabilities in managing and extracting insights from various of datasets including genomic data. Duties And Responsibilities Scope of Work Genomic Data Architecture and Genomic Data Privacy and Compliance Assist to improve the architect and implement scalable, high-performance data structures specifically designed for genomic data storage, retrieval, and analysis. Assist Collaboration with bioinformatics experts, geneticists, and other stakeholders to collect genomic data requirements. Assist in ensuring genomic data privacy and compliance with compliance teams. Support security implementation to safeguard sensitive genomic information. Extract Transform and Load (ETL) Pipeline Development Assist in designing and developing robust ETL processes to efficiently ingest, transform, and load genomic data from diverse sources into a unified and structured format. Support in implementing data transformation algorithms to process and standardize genomic data. 3Database Management and Performance Tuning and Optimization Assist in designing, implementing, and optimizing databases for efficient storage and retrieval of genomic data, considering factors such as data volume, variety, and velocity. Support in database management schema, indexes, and queries to ensure optimal performance. Assist in monitoring and optimizing the performance of genomic data systems, identifying and resolving bottlenecks and optimizing storage and retrieval processes. Support in implementing best practices for genomic data performance tuning. The incumbent of the position should avoid any kind of discriminatory behavior including gender discrimination and ensure that Human rights and gender equality is prioritized as an ethical principle within all actions; Activities are designed and implemented in accordance with “Social and Environmental Standards of UNDP”; Any kind of diversities based on ethnicity, age, sexual orientation, disability, religion, class, gender is respected within all implementations including data production. Differentiated needs of women and men are considered. Inclusive approach is reflected within all actions and implementations, in that sense an enabling and accessible setup in various senses such as disability gender language barrier is created; Necessary arrangements to provide gender parity within all committees, meetings, trainings etc. introduced Institutional Arrangement The direct supervision for this activities is IT System Integration Architect Coordinator for BGSIShe/He will work closely with project team (BGSI, FMTA, and other projects in HEART related to Bio Informatic Biomedical & Genome Science Initiative), operations units, and programme staff in the office to provide Technical Assistance and advice regarding biomedical and genome science-related issues and to ensure adequate exchange of information. Competencies Core Core Achieve Results: LEVEL 1: Plans and monitors own work, pays attention to details, delivers quality work by deadline Think Innovatively: LEVEL 1: Open to creative ideas/known risks, is pragmatic problem solver, makes improvements Learn Continuously: LEVEL 1: Open minded and curious, shares knowledge, learns from mistakes, asks for feedback Adapt with Agility: LEVEL 1: Adapts to change, constructively handles ambiguity/uncertainty, is flexible Act with Determination: LEVEL 1: Shows drive and motivation, able to deliver calmly in face of adversity, confident Engage and Partner: LEVEL 1: Demonstrates compassion/understanding towards others, forms positive relationships Enable Diversity and Inclusion: LEVEL 1: Appreciate/respect differences, aware of unconscious bias, confront discrimination Cross-Functional & Technical competencies Thematic Area Name Definition Business management Digital Awareness and Literacy Ability and inclination to rapidly adopt new technologies, either through skillfully grasping their usage or through understanding their impact and empowering others to use them as needed Business management Working with Evidence and Data Ability to inspect, cleanse, transform and model data with the goal of discovering useful information, informing conclusions and supporting decision-making Information Management & Technology Solutions Architecture Ability to design and manage an IT architecture, integrate of one or more applications or services within a coherent and effective IT architecture 2030 agenda- people Gender Gender mainstreaming Business management Monitoring Ability to provide managers and key stakeholders with regular feedback on the consistency or discrepancy between planned and actual activities and programme performance and results Information Management & Technology Project management Capacity to manage ICT projects, using IT methodologies and approaches such as agile deployment and/or waterfall system development methods Information Management & Technology Research and Development Following new technologies and technical trends, research the technologies that are applicable and beneficial to the organization and develop the systems Required Skills And Experience Min. Academic Education Secondary education is required, or University Degree in Computer Science, Engineering, Mathematics, Statistics or equivalent field will be given due consideration, but it is not a requirement. Min. Years Of Relevant Work Experience A minimum of 6 years (with high school diploma) or 3 years (with bachelor’s degree) of relevant experience in informations technologies, data engineering of relevant related field is required. Required Skills And Competencies Advance knowledge of spreadsheet/excel and database packages, Microsoft words, power point, outlook, etc.; Desired Additional Skills And Competencies Experience and knowledge in computer programming languages Experience in cloud platforms for deploying data solution Experience and knowledge of database systems and data warehousing concepts Experience in supporting of designing, implementing and optimizing database Required Language(s) (at working level) English and Bahasa Indonesia Professional Certificates Disclaimer Important information for US Permanent Residents ('Green Card' holders) Under US immigration law, acceptance of a staff position with UNDP, an international organization, may have significant implications for US Permanent Residents. UNDP advises applicants for all professional level posts that they must relinquish their US Permanent Resident status and accept a G-4 visa, or have submitted a valid application for US citizenship prior to commencement of employment. UNDP is not in a position to provide advice or assistance on applying for US citizenship and therefore applicants are advised to seek the advice of competent immigration lawyers regarding any applications. Applicant Information About UNDP Rosters Note: UNDP reserves the right to select one or more candidates from this vacancy announcement. We may also retain applications and consider candidates applying to this post for other similar positions with UNDP at the same grade level and with similar job description, experience and educational requirements. Non-discrimination UNDP has a zero-tolerance policy towards sexual exploitation and misconduct, sexual harassment, and abuse of authority. All selected candidates will, therefore, undergo rigorous reference and background checks, and will be expected to adhere to these standards and principles. UNDP is an equal opportunity and inclusive employer that does not discriminate based on race, sex, gender identity, religion, nationality, ethnic origin, sexual orientation, disability, pregnancy, age, language, social origin or other status. Scam warning The United Nations does not charge any application, processing, training, interviewing, testing or other fee in connection with the application or recruitment process. Should you receive a solicitation for the payment of a fee, please disregard it. Furthermore, please note that emblems, logos, names and addresses are easily copied and reproduced. Therefore, you are advised to apply particular care when submitting personal information on the web."
3779662114,Backend Go Lang Developer,ITOMMEY Group,"Jakarta, Jakarta, Indonesia","IDR6M/month - IDR8M/month,On-site,Full-time,Entry level","Back-End Web Development,Cascading Style Sheets (CSS),JavaScript,PHP,Python (Programming Language),SQL,Computer Science,Doctrine (PHP),Redis,Semantic Markup",,"Responsibilities Develop clean and scalable codes or APIs. Create reusable, efficient and performable codes. Collaborate with design team and product team. Optimizing components for maximum performance across a vast array of web-capable devices and browsers. Improve and maintain system in Go Language. Opinionated and having high standards about what makes a good experience on the web. Working within a cross-functional product team, collaborating with front-end engineers and QA engineers in rapidly delivering high quality ideas to production. Requirements Bachelor degree from computer science or related fields. Experienced in creating web apps, especially with Go. Excellent programming skills: Golang, Rabbitmq, Go, Kafqa, Node.js Phyton, APIs, SQL, mangoDB, Redis. Programming skills in PHP or Go. Understands Elastic Search. Understanding of SQL. Excellent analysis skills. Passionately in love with crafting great websites using HTML, CSS, and JavaScript. Care about semantic markup, consistency of design, and maintainable frontend architecture. Eager to grow and willing to continuously learn."
3946223226,Recruitment Intern - Sea Labs,Shopee,"Jakarta, Indonesia","On-site,Internship,Internship","Organization Skills,Bahasa Indonesia,Communication,Human Resources (HR),Interpersonal Communication,Interpersonal Skills,Mass Recruitment,Problem Solving,Psychology,Recruiting",,"About The Team Sea Labs is at the core of the Sea platforms development, supporting diverse business lines from e-commerce, supply chain, games, payment and finance, among many others. The strong growth and unique positioning of Sea's e-commerce business, Shopee, spurred the launch of Sea Labs Indonesia. Since its inception, the group of passionate engineers have charted the course to drive the best experience for our users in Indonesia, many of which solutions are even adapted to other markets in the region. Sea's hyper-growing business scale has transformed most ""innocent"" problems into huge technical challenges, and there is no better place to experience world-class projects first-hand if you love technologies as much as we do. Together with our passionate and driven teams, you'll get to develop your skills, build on industry knowledge and collaborate with global teams in a dynamic space. Browse our Sea Labs Indonesia team openings to see how you can make an impact with us. Job Description Take an active role in the recruitment journey to find suitable candidates Manage mass recruitment for entry-level positions, coordinate recruiting events, and execute tasks related to sourcing and evaluating candidates Handle administrative tasks related to recruitment, such as scheduling interviews, maintaining candidate databases, and ensuring timely communication with applicants Provide support in the preparation of recruitment-related documentation and reports Requirements Bachelor’s Degree in Psychology or related major (final semester students with no classes to attend are welcome to apply) Energetic, fast learner with strong interpersonal skills Proficient in English and Bahasa Indonesia Available for a dynamic 3-month commitment"
3959140992,"Sales Representative, Google for Education (English, Bahasa)",Google,"Jakarta, Jakarta, Indonesia","On-site,Full-time","Communication,Ecosystem Management,Educational Technology,Executive Relationships,Market Planning,Presentations,Public Sector,Sales Processes,Technical Sales,Technology Sales",,"Minimum qualifications: Bachelor's degree or equivalent practical experience. 3 years of experience in technology sales or working with customers in a sales role. Ability to communicate in English and Bahasa fluently in order to communicate with and support Indonesian customers. Preferred qualifications: Experience in public sector sales, technical sales, and education technology. Experience leveraging channels for success. Ability to influence and lead cross-functional teams. Ability to manage projects in a dynamic and fast-paced environment. Excellent communication, presentation, and leadership skills. About The Job At Google for Education, we believe that educators and learners at every age and stage deserve the tools and skills that set them up for success in building the future they want for themselves. As a Sales Representative in the Google for Education Indonesia team, you will drive Chromebooks and Workspace for Education usage in government, private, and higher education institutions. You understand that the value of education technology is about the overall solution to drive learning outcomes, including professional development and change management. Responsibilities Develop and execute strategy that balances investments for long-term business growth while working towards strategic goals and other metrics through market planning and data analysis. Build executive-level relationships and consult on long-cycle partnerships with school and system leaders. Build pipeline and ecosystem management including driving that ecosystem to achieve aspirational goals. Enlist global OEMs and local ecosystem partners to grow market share while managing existing partners to achieve business goals. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form ."
3943480882,IT Intern,Akulaku Indonesia,"Jakarta, Jakarta, Indonesia","Hybrid,Internship,Entry level","Cascading Style Sheets (CSS),Analytical Skills,Communication,Computer Engineering,Computer Science,Databases,Flow Diagrams,Information Technology,Problem Solving,Technical Support",,"Responsibilities Dive into the complex system, development cycle, and development culture in your very first day of internship. Work on high-impact projects. Write up clean and maintainable supporting documentation. Continually grow both professionally and personally through various learning and development opportunities. Requirements Excellent problem solving and analytical skills. Undergraduate student in Computer Science or equivalent from a reputable university (min. 6th semester), fresh graduate are welcomed. Self-awareness and a desire to continuously learn and improve craftsmanship. Strong communication skills, a positive attitude, and empathy. Ability to work in areas outside of their usual comfort zone and get things done quickly. Have experiences in creating software technical specification documents, flowcharts, Gantt charts, data flow diagrams, sequential diagrams, database relations, etc."
3861227450,Graduate Analyst Program - Indonesia (July 2024 Intake),Deloitte,Jakarta Metropolitan Area,"On-site,Full-time,Entry level","Communication,Data Analysis,Data Analytics,English,Logical Reasoning,Presentations,Problem Solving,Reasoning Skills,Untangle",,"At Deloitte, we offer a unique and exceptional career experience to inspire and empower talents like you to make an impact that matters for our clientsDate: 14 Jul 2024 Service Line / Portfolios: Location: Jakarta, ID Are you ready to unleash your potential? At Deloitte, our purpose is to make an impact that matters for our clients, our people, and the communities we serve. We believe we have a responsibility to be a force for good and WorldImpact is our portfolio of initiatives focused on making a tangible impact on society’s biggest challenges and creating a better future. We strive to advise clients on how to deliver purpose-led growth and embed more equitable, inclusive as well as sustainable business practices. Hence, we seek talented individuals driven to excel and innovate, working together to achieve our shared goals. We are committed to creating positive work experiences that foster a culture of respect and inclusion, where diverse perspectives are celebrated, and everyone is recognized for their contributions. Work you’ll do: You will be part of our structured Deloitte SEA Graduate Analyst Program and be given a personal coach, the opportunity to undergo a 1-month intensive bootcamp training aimed at equipping you with the skillsets necessary to excel, and opportunities to gain regional exposure by travelling across SEA as part of project assignments, and other professional development opportunities. This program will allow you to develop core consulting skills and business acumen whilst gaining access to a wide scope of training and development activities. In addition, you will have an opportunity to work with like-minded people and gain exposure to a variety of projects within the chosen business area. You will be at the center of it all, performing research, data analysis and modelling to tackle complex business problems. In addition, you will contribute directly to the development of proposals, presentations, and publications. Your role as a leader: At Deloitte, we believe in the importance of empowering our people to be leaders at all levels. We connect our purpose and shared values to identify issues as well as to make an impact that matters to our clients, people and the communities. Additionally, Analysts across our Firm are expected to: Demonstrate a strong commitment to personal learning and development. Understand how our daily work contributes to the priorities of the team and business. Understand the set expectations and demonstrate accountability in keeping personal performance on track. Actively focus on developing effective communications and relationship-building skills with stakeholders, clients and team. Demonstrate an appreciation for working with others. Understand what is fundamental to Deloitte’s success as a business. Demonstrate integrity and an awareness of strengths, differences, and personal impact. Develop their understanding of Deloitte and offer a fresh perspective. Requirements: Available to commence work in July 2024 Strong academic performance in your bachelor, master, or MBA degree Recent graduate with no more than 2 years of working experience Exceptional problem-solving ability. Logical reasoning, creative thinking, comfort with numbers, and the ability to untangle complex issues Strong passion for consulting, ability to adapt and cope in a fast pace, challenging work hours and environment Fluent in verbal and written English Willingness to work outside of office base and most of all… A sense of humour! Find out more on the various positions available under our Graduate Analyst Program here . During the application process, you will get to select your top three preferred service offerings that are aligned with your career aspirations. Ready to unleash your potential with us? Join the winning team now! Due to volume of applications, we regret that only shortlisted candidates will be notified. Please note that Deloitte will never reach out to you directly via messaging platforms to offer you employment opportunities or request for money or your personal information. Kindly apply for roles that you are interested in via this official Deloitte website. This role is open to those that possess a valid permit or status to work in Indonesia. Requisition ID: 103069 In Indonesia, the services are provided by Imelda & Rekan and other related entities in Indonesia (""Deloitte in Indonesia""), which are affiliates of Deloitte Southeast Asia Ltd. Deloitte Southeast Asia Ltd is a member firm of Deloitte Touche Tohmatsu Limited. Deloitte in Indonesia, which is within the Deloitte Network, is the entity that is providing this Website."
3979784243,Back End Developer,Jiva,"Jakarta, Jakarta, Indonesia","Full-time,Entry level","Back-End Web Development,Software Development,Communication,Databases,Elixir,GraphQL,Representational State Transfer (REST),Written Communication",,"At Jiva, we are dedicated to improving the livelihood of smallholder farmers around the world. We focus on providing access to financing, practical advice, quality products & fairer trade practices through our digital products. Currently, a lack of accessibility to such services is holding half a billion people behind. We believe that technology is the only viable unifying force for this complex sector & the only way to achieve “benefits of scale”. Job Description We are looking for developers responsible for the development and maintenance of Jiva's suite of applications. We currently operate a service-based architecture that powers 3 android apps, as well as having 100s of real-world integration points from farmers, logistics providers, financial tools, space satellite data and more. Jiva's user base, scope and team are all growing rapidly. We are looking for backend developers who are looking for a challenging, fast-paced and rewarding career. Responsibilities Write well-tested and maintainable code in Ruby on Rails and Elixir Help source, design and implement APIs to power and enhance our apps Identify and rectify performance bottlenecks to ensure services are functional and reliable as we scale Stress-test services and maintain their functionality in production Establish comprehensive audit processes to monitor ongoing performance of our services in production Work closely with teams across functions to figure out what we should be building next Required Skills Minimum 2 years as a software developer Strong oral and written communication skills Proven ability to work on multiple services and switch contexts as the situation requires Experience with RESTful / GraphQL APIs"
3977183458,"Full Stack Engineer (React Js, Node Js. Python)",Entrepreneur Trust Digital | Entrust Digital,"Jakarta, Jakarta, Indonesia","On-site,Contract","Express.js,Node.js,React.js,Agile & Waterfall Methodologies,Continuous Integration and Continuous Delivery (CI/CD),DevOps,Google Cloud Platform (GCP),Next.js,Postman API,Swagger API",Bachelor's Degree,"PT. Entrepreneur Trust Digital provide clients with our professional team which are adapt with all the latest technologies. Our services in IT Outsourcing are an efficient way to deliver IT solutions to any business to boost business performance. We are looking for talented individuals in Full Stack Developer position. Role Description This is a contract role for a Full Stack Engineer (React Js, Node Js, Python) + DevOps at Entrepreneur Trust Digital | Entrust Digital. The Full Stack Engineer will be responsible for the development and implementation of both front-end and back-end web applications. This includes designing user interactions on websites, creating servers and databases for functionality, and ensuring cross-platform optimization for mobile devices. The Full Stack Engineer will also be responsible for deploying and maintaining DevOps practices and tools. Qualifications At least 1 year experience in React Js, Node Js, Python At least 1.5 year experience in DevOps Min education S1 Can work fulltime onsite di Jakarta Can work for Banking Company Have experience setup CI/CD (from scratch until deployment) Using Jenkins and deploy to GCP Job type: Full-time Onsite in Jakarta; Monday - Friday Employment Type Contract"
3955103808,Graduate Analyst - Talent Advancement Program,Accenture Southeast Asia,"Jakarta, Jakarta, Indonesia","On-site,Full-time,Entry level","Analytical Skills,Communication,Computer Science,Easily Adaptable,Interpersonal Skills,Problem Solving",,"As a technology analyst, you will: Have opportunities to work with the newest technologies to design best-practice technology solutions and deliver quality functional and application designs Be part of project teams which support world-class information technology architectures, spanning from simple IT projects to large-scale, enterprise-level change programs, and help clients innovate at scale and transform their businesses Work with mentors who can help unleash your capabilities to develop impactful solutions through the power of technology Get exposure to different roles and technology through rotation-based assignments across different industries as you develop your technology career here Enhance your skills through continuous learning and development opportunities to build and strengthen your expertise in the ever-growing technology space Enhance your skills and learn new skills through continuous training and development opportunities to build and strengthen your expertise in the ever-growing technology space Receive professional mentorship and career coaching to help empower, drive, and guide you in your career aspirations and decisions To make your journey more meaningful, join our vibrant community where you get to hang out with peers, mentors, and our leaders. Be part of our fun online and on-ground activities so you can build strong connections that will nurture your growth. Your role assignment will be based on business needs, your personal strengths, where you will experience a variety of interesting work across multiple domains and industries. We would love to speak with you if you have: A bachelor’s degree from a recognized university Willingness to learn and an interest in technology Strong analytical and problem-solving skills Strong communication and interpersonal skills Flexibility and willingness to work on different projects, if required While these are not mandatory, it would be advantageous if you have: Accounting background & Industrial Engineering A computing background (e.g. Computer Science, Informatics, Information Systems, Industrial Engineering etc.) - Basic knowledge or skills in programming languages (e.g. Java, Python, etc.) - Knowledge of project management methodologies (e.g. AGILE, DevOps, etc.) A track record of outstanding internship and co-curricular activities Documents And Information Required Resume (in PDF format) Latest university transcript Indicate your availability (start and end date) and expected graduation date in your resume Please note that only shortlisted candidates will be contacted. You will also have opportunities to hone your functional skills and expertise in an area of specialization. We offer a variety of formal and informal training programs at every level to help you acquire and build specialized skills faster. Learning takes place both on the job and through formal training conducted online, in the classroom, or in collaboration with teammates. The sheer variety of work we do, and the experience it offers, provide an unbeatable platform from which to build a career. Accenture is an equal opportunities employer and welcomes applications from all sections of society and does not discriminate on grounds of race, religion or belief, ethnic or national origin, disability, age, citizenship, marital, domestic or civil partnership status, sexual orientation, gender identity, or any other basis as protected by applicable law."
3918806038,Labs Bootcamp Program,Shopee,"Jakarta, Indonesia","On-site,Full-time,Entry level","Computer Science,Laboratory Medicine,Quality Control",,"About The Team Sea Labs Indonesia is the tech force behind Sea Group. We are here to make a real impact for millions of users in Indonesia through the transformative power of technology. We solve real-life problems to create a good user experience through various business operations, mainly Shopee and SeaMoney. Job Description In Sea Labs Indonesia we aim to develop Digital Talents in and for Indonesia. As part of our commitment, we are opening a Labs Bootcamp program for young talents with a passion for software engineering. Through this bootcamp, individuals will get exposure on working in a global organisation, as well as obtain knowledge and training to flourish the role in one of tracks as Software Engineer. The Labs Bootcamp is a twenty-week program that covers software engineering, QA, and SRE fundamentals, best coding practices on common tech stacks and tools used in the enterprise development center, and near-the-job training through simulated projects by the end of the program. Only candidates who pass the technical test and interview will be enrolled in the program. Exceptional performance during the program will have the opportunity to enroll in the selection process to become a permanent employee and build a career in Sea Labs Indonesia. Batch 5 Starting Date: September 2024 Requirements Final year student or Bachelor’s Degree from any majors Passionate and interested in pursuing a career in software development and programming Have a basic knowledge of coding skills and the fundamental computer science Willing to be located in Jakarta and participate in the Bootcamp Program offline Note: This program is free of charge and each participant will get a monthly allowance throughout the training period. A full commitment in attending the full-day class is mandatory."
3975516752,IT Production System Development,PT YKK AP INDONESIA,"Tangerang, Banten, Indonesia","On-site,Full-time,Associate","Communication,English,Information Technology,Macros,Network Administration,Stored Procedures,Troubleshooting,User Acceptance Testing,User Training,Work Breakdown Structure (WBS)",,"Requirements: Minimum D3 in Information Systems; fresh graduates are welcome Skilled in using Microsoft Excel (Formulas, VBA, Macros) Experienced with SQL Server databases (DML, DDL, Stored Procedures, Functions, and Jobs) Familiar with documentation processes (WBS, SIT, UAT) Minimum passive English proficiency Good communication skills Job Responsibilities: Utilize Excel functions and tools (such as Formulas, VBA, Macros) to analyze and manage large datasets. Accurately input, update, and maintain master data in the system. Execute system and software testing to identify bugs and ensure functionality. Conduct user training and documentation"
3966974634,Backend Engineer,Arka Data,"Jakarta, Jakarta, Indonesia","On-site,Full-time,Entry level","Back-End Web Development,Application Programming Interfaces (API),Computer Science,Databases,REST APIs,Version Control",,"Arka Data is an Indonesian-based company that offers Real-Time Drilling Advisory solutions using data analytics and Artificial Intelligence to provide customized solutions that enhance geothermal, oil, and gas drilling efficiency and productivity. The Role You Will Be Responsible For Assisting with the design and development of Arka Data's product Visualize data in innovative ways Manage and integrate company databases Create web applications Design and develop RESTful APIs and Ensure the security and integrity of data exchanged Ideal Profile Have a minimum Diploma's degree in Computer Science, Information Systems, Computer Engineering, Telecommunications Engineering or related field Have possessed 1-2 years of experience in related field Have to know how to use BI tools such as Tableau Have to be proficient in backend programming languages such as Python (Java or Node.js is a plus) Have experience with backend frameworks such as Django, Flask (Spring Boot or Nest.js is a plus) Have to be able to work with relational databases such as SQL, PostgreSQL, and MySQL (non-relational databases such as MongoDB or Redis is a plus) Have experience in designing and developing RESTful APIs Have knowledge of server management, deployment, and cloud infrastructure (Google Cloud). Understanding of AWS and Azure is a plus Must have experience with DevOps tools such as Docker, Kubernetes, and version control systems like Git What's on Offer? Excellent career development opportunities Flexible working options Work alongside & learn from best in class talent"
